User, Action, Channel Name, UNIX Time, ISO8601 Local Time
Peter#9962,leave,General,1642324654.556615,2022-01-16T09:17:34.556660
DrDooglestein#0148,leave,General,1642324655.179289,2022-01-16T09:17:35.179336
donwersa#8598,join,Gamer 3,1642354322.4628682,2022-01-16T17:32:02.462914
Liam Straub#3257,join,Gamer 3,1642355441.98528,2022-01-16T17:50:41.985315
0wen#3644,join,Gamer 3,1642358463.0571744,2022-01-16T18:41:03.057220
0wen#3644,leave,Gamer 3,1642358712.1047413,2022-01-16T18:45:12.104804
donwersa#8598,leave,Gamer 3,1642360483.4367268,2022-01-16T19:14:43.436780
Liam Straub#3257,leave,Gamer 3,1642360496.5295556,2022-01-16T19:14:56.529597
MaxDeVos#0202,join,Gamer 3,1642360573.8205616,2022-01-16T19:16:13.820608
peterbraun#9809,join,Gamer 3,1642360582.8870673,2022-01-16T19:16:22.887114
donwersa#8598,join,Gamer 3,1642360669.30252,2022-01-16T19:17:49.302561
donwersa#8598,leave,Gamer 3,1642360963.792296,2022-01-16T19:22:43.792341
donwersa#8598,join,Gamer 3,1642360964.5765843,2022-01-16T19:22:44.576629
Liam Straub#3257,join,Codimg Zoney,1642361591.513118,2022-01-16T19:33:11.513146
Liam Straub#3257,leave,Codimg Zoney,1642361594.0765524,2022-01-16T19:33:14.076593
Liam Straub#3257,join,Study Bar 4,1642361594.0766883,2022-01-16T19:33:14.076707
Good Nut#6488,join,Study Bar 4,1642361677.8288321,2022-01-16T19:34:37.828873
MaxDeVos#0202,leave,Gamer 3,1642362682.07489,2022-01-16T19:51:22.074935
donwersa#8598,leave,Gamer 3,1642363155.8817043,2022-01-16T19:59:15.881752
Liam Straub#3257,leave,Study Bar 4,1642364903.2641528,2022-01-16T20:28:23.264201
Good Nut#6488,leave,Study Bar 4,1642365525.1707816,2022-01-16T20:38:45.170827
Good Nut#6488,join,Asleep,1642365525.1709337,2022-01-16T20:38:45.170955
peterbraun#9809,leave,Gamer 3,1642366400.783574,2022-01-16T20:53:20.783618
Good Nut#6488,leave,Asleep,1642366428.5521374,2022-01-16T20:53:48.552184
Good Nut#6488,join,Gamer 3,1642366829.72788,2022-01-16T21:00:29.727921
Iron Horse#7419,join,General,1642370242.7237859,2022-01-16T21:57:22.723831
Peter#9962,join,General,1642370598.1576617,2022-01-16T22:03:18.157704
Peter#9962,leave,General,1642370603.269964,2022-01-16T22:03:23.270016
Peter#9962,join,General,1642370604.558893,2022-01-16T22:03:24.558936
nacnud4444#1062,join,General,1642370654.5824785,2022-01-16T22:04:14.582524
yawaworht#0612,join,General,1642371167.693954,2022-01-16T22:12:47.693994
nacnud4444#1062,leave,General,1642372053.7084432,2022-01-16T22:27:33.708490
yawaworht#0612,leave,General,1642372060.9876237,2022-01-16T22:27:40.987669
Good Nut#6488,leave,Gamer 3,1642373634.399621,2022-01-16T22:53:54.399667
Good Nut#6488,join,General,1642373634.3997593,2022-01-16T22:53:54.399776
Abby/Mrs. Nut#4051,join,General,1642373953.3060133,2022-01-16T22:59:13.306061
Tangent#0184,join,General,1642374719.4458048,2022-01-16T23:11:59.445851
Tangent#0184,leave,General,1642374722.6658418,2022-01-16T23:12:02.665891
Iron Horse#7419,leave,General,1642375497.969454,2022-01-16T23:24:57.969482
Iron Horse#7419,join,Asleep,1642375497.969547,2022-01-16T23:24:57.969557
Liam Straub#3257,join,General,1642376527.5044525,2022-01-16T23:42:07.504500
Iron Horse#7419,leave,Asleep,1642377117.468301,2022-01-16T23:51:57.468345
Iron Horse#7419,join,General,1642377117.468451,2022-01-16T23:51:57.468471
MaxDeVos#0202,join,General,1642377774.1904516,2022-01-17T00:02:54.190497
Good Nut#6488,leave,General,1642377808.1054974,2022-01-17T00:03:28.105544
Good Nut#6488,join,Asleep,1642377808.1056538,2022-01-17T00:03:28.105675
MaxDeVos#0202,leave,General,1642378532.0904508,2022-01-17T00:15:32.090494
Liam Straub#3257,leave,General,1642378654.693384,2022-01-17T00:17:34.693428
Abby/Mrs. Nut#4051,leave,General,1642379004.9694078,2022-01-17T00:23:24.969449
tomlins212#4429,join,General,1642379091.61,2022-01-17T00:24:51.610044
tomlins212#4429,leave,General,1642379605.0247998,2022-01-17T00:33:25.024829
Daniel the maniel#7678,join,General,1642380335.1910727,2022-01-17T00:45:35.191118
Annabelle B#6621,join,General,1642380391.8881605,2022-01-17T00:46:31.888207
Liam Straub#3257,join,Gamer 3,1642380735.9042084,2022-01-17T00:52:15.904245
tomlins212#4429,join,Gamer 3,1642381051.7407255,2022-01-17T00:57:31.740753
tomlins212#4429,leave,Gamer 3,1642381062.8940651,2022-01-17T00:57:42.894094
tomlins212#4429,join,Gamer 3,1642381063.8763072,2022-01-17T00:57:43.876348
tomlins212#4429,leave,Gamer 3,1642381067.5481994,2022-01-17T00:57:47.548246
tomlins212#4429,join,Gamer 3,1642381539.493035,2022-01-17T01:05:39.493088
tomlins212#4429,leave,Gamer 3,1642381560.179187,2022-01-17T01:06:00.179378
tomlins212#4429,join,Gamer 3,1642382777.9372683,2022-01-17T01:26:17.937314
Good Nut#6488,leave,Asleep,1642384158.157091,2022-01-17T01:49:18.157137
Good Nut#6488,join,Gamer 3,1642384158.1572442,2022-01-17T01:49:18.157267
Daniel the maniel#7678,leave,General,1642385126.3787456,2022-01-17T02:05:26.378791
Daniel the maniel#7678,join,General,1642385127.8009064,2022-01-17T02:05:27.800954
Liam Straub#3257,leave,Gamer 3,1642385579.4058542,2022-01-17T02:12:59.405914
tomlins212#4429,leave,Gamer 3,1642385596.0669057,2022-01-17T02:13:16.066949
Good Nut#6488,leave,Gamer 3,1642385725.1484606,2022-01-17T02:15:25.148506
ClockworkGold#8535,join,General,1642385911.2850523,2022-01-17T02:18:31.285106
donwersa#8598,join,General,1642386817.5090666,2022-01-17T02:33:37.509113
Luke L#0751,join,General,1642386872.045242,2022-01-17T02:34:32.045287
chipcrimple#4895,join,General,1642387999.1112936,2022-01-17T02:53:19.111340
Luke L#0751,leave,General,1642388248.4187076,2022-01-17T02:57:28.418750
chipcrimple#4895,leave,General,1642388263.8569844,2022-01-17T02:57:43.857033
chipcrimple#4895,join,General,1642388394.2745209,2022-01-17T02:59:54.274563
chipcrimple#4895,leave,General,1642388481.356107,2022-01-17T03:01:21.356136
tomlins212#4429,join,General,1642388965.5848658,2022-01-17T03:09:25.584912
donwersa#8598,leave,General,1642389177.7196546,2022-01-17T03:12:57.719705
Daniel the maniel#7678,leave,General,1642389307.9112098,2022-01-17T03:15:07.911250
JOSH CARLSON#6495,join,General,1642389585.6619704,2022-01-17T03:19:45.662005
ClockworkGold#8535,leave,General,1642391419.5135117,2022-01-17T03:50:19.513553
tomlins212#4429,leave,General,1642392281.1465192,2022-01-17T04:04:41.146568
Iron Horse#7419,leave,General,1642392376.2484877,2022-01-17T04:06:16.248517
Liam Straub#3257,join,General,1642392709.8683267,2022-01-17T04:11:49.868371
Liam Straub#3257,leave,General,1642392732.8693438,2022-01-17T04:12:12.869391
hadleymineer#8442,join,General,1642393010.1843622,2022-01-17T04:16:50.184408
hadleymineer#8442,leave,General,1642393183.8300624,2022-01-17T04:19:43.830105
Annabelle B#6621,leave,General,1642393614.0171747,2022-01-17T04:26:54.017216
Peter#9962,leave,General,1642393615.129655,2022-01-17T04:26:55.129701
JOSH CARLSON#6495,leave,General,1642393617.8139489,2022-01-17T04:26:57.813997
Liam Straub#3257,join,Codimg Zoney,1642395916.569744,2022-01-17T05:05:16.569779
Liam Straub#3257,leave,Codimg Zoney,1642395918.1369238,2022-01-17T05:05:18.136974
Liam Straub#3257,join,Gamer 3,1642395918.137091,2022-01-17T05:05:18.137112
tomlins212#4429,join,Gamer 3,1642395975.8312964,2022-01-17T05:06:15.831341
tomlins212#4429,leave,Gamer 3,1642404891.8634586,2022-01-17T07:34:51.863505
Liam Straub#3257,leave,Gamer 3,1642405660.7125962,2022-01-17T07:47:40.712644
Liam Straub#3257,join,Gamer 3,1642439621.2619426,2022-01-17T17:13:41.261988
donwersa#8598,join,Gamer 3,1642440414.6841567,2022-01-17T17:26:54.684191
jazzy#0143,join,Gamer 3,1642441535.574043,2022-01-17T17:45:35.574087
tomlins212#4429,join,Gamer 3,1642444392.7709944,2022-01-17T18:33:12.771032
Luke L#0751,join,Gamer 3,1642446125.9394462,2022-01-17T19:02:05.939491
Luke L#0751,leave,Gamer 3,1642448931.1976054,2022-01-17T19:48:51.197652
Liam Straub#3257,leave,Gamer 3,1642449723.1608496,2022-01-17T20:02:03.160895
peterbraun#9809,join,Gamer 3,1642451669.6191118,2022-01-17T20:34:29.619151
Luke L#0751,join,Gamer 3,1642452402.5923285,2022-01-17T20:46:42.592374
Luke L#0751,leave,Gamer 3,1642452714.650506,2022-01-17T20:51:54.650550
peterbraun#9809,leave,Gamer 3,1642452989.0493321,2022-01-17T20:56:29.049380
jazzy#0143,leave,Gamer 3,1642453685.726531,2022-01-17T21:08:05.726576
tomlins212#4429,leave,Gamer 3,1642453995.1822581,2022-01-17T21:13:15.182303
Liam Straub#3257,join,Gamer 3,1642454397.428439,2022-01-17T21:19:57.428484
Liam Straub#3257,leave,Gamer 3,1642454915.0066445,2022-01-17T21:28:35.006710
Liam Straub#3257,join,Gamer 3,1642456349.3356495,2022-01-17T21:52:29.335690
Liam Straub#3257,leave,Gamer 3,1642456356.3732271,2022-01-17T21:52:36.373274
Liam Straub#3257,join,Gamer 3,1642456358.5359907,2022-01-17T21:52:38.536036
Liam Straub#3257,leave,Gamer 3,1642456363.9725883,2022-01-17T21:52:43.972632
0wen#3644,join,Gamer 3,1642457249.4563005,2022-01-17T22:07:29.456346
Liam Straub#3257,join,Gamer 3,1642457528.876291,2022-01-17T22:12:08.876335
0wen#3644,leave,Gamer 3,1642457722.8787374,2022-01-17T22:15:22.878783
Luke L#0751,join,Gamer 3,1642458981.817521,2022-01-17T22:36:21.817564
tomlins212#4429,join,Gamer 3,1642461045.611454,2022-01-17T23:10:45.611493
jazzy#0143,join,Gamer 3,1642461486.8015878,2022-01-17T23:18:06.801632
Liam Straub#3257,leave,Gamer 3,1642462445.1886535,2022-01-17T23:34:05.188701
Liam Straub#3257,join,Asleep,1642462445.188807,2022-01-17T23:34:05.188827
Liam Straub#3257,leave,Asleep,1642463777.2198532,2022-01-17T23:56:17.219900
Liam Straub#3257,join,Gamer 3,1642463777.2200043,2022-01-17T23:56:17.220025
Luke L#0751,leave,Gamer 3,1642463781.8862839,2022-01-17T23:56:21.886331
tomlins212#4429,leave,Gamer 3,1642463921.3342113,2022-01-17T23:58:41.334246
zander#2308,join,The Poop(ing) Deck,1642467599.4658763,2022-01-18T00:59:59.465917
zander#2308,leave,The Poop(ing) Deck,1642468320.0695887,2022-01-18T01:12:00.069634
zander#2308,join,The Poop(ing) Deck,1642468399.651403,2022-01-18T01:13:19.651447
zander#2308,leave,The Poop(ing) Deck,1642468401.9226973,2022-01-18T01:13:21.922746
jazzy#0143,leave,Gamer 3,1642468881.8157344,2022-01-18T01:21:21.815780
Daniel the maniel#7678,join,The Poop(ing) Deck,1642469113.912349,2022-01-18T01:25:13.912394
zander#2308,join,The Poop(ing) Deck,1642469255.9578679,2022-01-18T01:27:35.957914
Liam Straub#3257,leave,Gamer 3,1642469366.2737706,2022-01-18T01:29:26.273827
Iron Horse#7419,join,The Poop(ing) Deck,1642469701.6314504,2022-01-18T01:35:01.631486
ClockworkGold#8535,join,General,1642470113.727878,2022-01-18T01:41:53.727923
Iron Horse#7419,leave,The Poop(ing) Deck,1642470123.9664538,2022-01-18T01:42:03.966499
Iron Horse#7419,join,General,1642470123.9665954,2022-01-18T01:42:03.966614
donwersa#8598,leave,Gamer 3,1642470813.2783504,2022-01-18T01:53:33.278401
Colton R#7712,join,General,1642471958.2603407,2022-01-18T02:12:38.260386
JOSH CARLSON#6495,join,General,1642472404.3576255,2022-01-18T02:20:04.357676
Liam Straub#3257,join,Gamer 3,1642474277.3509917,2022-01-18T02:51:17.351030
tomlins212#4429,join,Gamer 3,1642474289.783938,2022-01-18T02:51:29.783979
Liam Straub#3257,leave,Gamer 3,1642474874.3534822,2022-01-18T03:01:14.353524
Liam Straub#3257,join,Gamer 3,1642474875.795838,2022-01-18T03:01:15.795882
Daniel the maniel#7678,leave,The Poop(ing) Deck,1642475272.5733373,2022-01-18T03:07:52.573383
zander#2308,leave,The Poop(ing) Deck,1642475274.1722944,2022-01-18T03:07:54.172336
Colton R#7712,leave,General,1642475426.8531692,2022-01-18T03:10:26.853217
ClockworkGold#8535,leave,General,1642475572.9535234,2022-01-18T03:12:52.953571
Iron Horse#7419,leave,General,1642475573.3324246,2022-01-18T03:12:53.332472
JOSH CARLSON#6495,leave,General,1642475576.5766585,2022-01-18T03:12:56.576701
MaxDeVos#0202,join,Codimg Zoney,1642477190.9460669,2022-01-18T03:39:50.946113
Daniel the maniel#7678,join,Codimg Zoney,1642477491.6548784,2022-01-18T03:44:51.654924
MaxDeVos#0202,leave,Codimg Zoney,1642479651.2666504,2022-01-18T04:20:51.266697
Daniel the maniel#7678,leave,Codimg Zoney,1642479652.3742385,2022-01-18T04:20:52.374285
tomlins212#4429,leave,Gamer 3,1642480817.5842087,2022-01-18T04:40:17.584239
Liam Straub#3257,leave,Gamer 3,1642480818.049733,2022-01-18T04:40:18.049773
Iron Horse#7419,join,General,1642552594.4114482,2022-01-19T00:36:34.411491
Iron Horse#7419,leave,General,1642552844.4233053,2022-01-19T00:40:44.423347
Liam Straub#3257,join,Gamer 3,1642553395.172149,2022-01-19T00:49:55.172194
jazzy#0143,join,Gamer 3,1642553626.950344,2022-01-19T00:53:46.950383
donwersa#8598,join,Gamer 3,1642553746.796095,2022-01-19T00:55:46.796140
0wen#3644,join,Gamer 3,1642553756.8580348,2022-01-19T00:55:56.858072
Lightning#7823,join,Gamer 3,1642553768.450474,2022-01-19T00:56:08.450518
Tangent#0184,join,Gamer 3,1642554015.3316631,2022-01-19T01:00:15.331705
Luke L#0751,join,Gamer 3,1642554025.7764468,2022-01-19T01:00:25.776490
Iron Horse#7419,join,General,1642554109.1498458,2022-01-19T01:01:49.149892
DrDooglestein#0148,join,General,1642554980.81715,2022-01-19T01:16:20.817193
Annabelle B#6621,join,General,1642555150.3896341,2022-01-19T01:19:10.389673
Peter#9962,join,General,1642555261.5327482,2022-01-19T01:21:01.532795
nacnud4444#1062,join,General,1642555322.0888023,2022-01-19T01:22:02.088846
Luke L#0751,leave,Gamer 3,1642555512.8497784,2022-01-19T01:25:12.849825
Luke L#0751,join,General,1642555512.849931,2022-01-19T01:25:12.849952
0wen#3644,leave,Gamer 3,1642555599.9179704,2022-01-19T01:26:39.918017
0wen#3644,join,General,1642555599.9181242,2022-01-19T01:26:39.918146
Luke L#0751,leave,General,1642555848.576205,2022-01-19T01:30:48.576249
Luke L#0751,join,Gamer 3,1642555851.8516486,2022-01-19T01:30:51.851689
Lightning#7823,leave,Gamer 3,1642555866.8855069,2022-01-19T01:31:06.885557
Luke L#0751,leave,Gamer 3,1642556009.932696,2022-01-19T01:33:29.932725
Luke L#0751,join,Gamer 3,1642556063.3522146,2022-01-19T01:34:23.352260
DrDooglestein#0148,leave,General,1642556230.890844,2022-01-19T01:37:10.890894
DrDooglestein#0148,join,General,1642556232.3623838,2022-01-19T01:37:12.362430
nacnud4444#1062,leave,General,1642556307.9841626,2022-01-19T01:38:27.984210
nacnud4444#1062,join,General,1642556346.848339,2022-01-19T01:39:06.848383
jazzy#0143,leave,Gamer 3,1642556417.5652275,2022-01-19T01:40:17.565275
Lord_Of_Llamas#9876,join,Gamer 3,1642556536.8958743,2022-01-19T01:42:16.895911
JOSH CARLSON#6495,join,General,1642556878.2902353,2022-01-19T01:47:58.290283
0wen#3644,leave,General,1642557041.7745292,2022-01-19T01:50:41.774575
nacnud4444#1062,leave,General,1642557161.520357,2022-01-19T01:52:41.520402
nacnud4444#1062,join,General,1642557163.606473,2022-01-19T01:52:43.606520
Luke L#0751,leave,Gamer 3,1642557444.4582968,2022-01-19T01:57:24.458342
Luke L#0751,join,General,1642557445.611507,2022-01-19T01:57:25.611547
nacnud4444#1062,leave,General,1642557450.4083154,2022-01-19T01:57:30.408353
Luke L#0751,leave,General,1642557620.455763,2022-01-19T02:00:20.455815
Luke L#0751,join,Gamer 3,1642557620.4559276,2022-01-19T02:00:20.455950
donwersa#8598,leave,Gamer 3,1642557824.9826307,2022-01-19T02:03:44.982677
donwersa#8598,join,Gamer 3,1642557830.2276,2022-01-19T02:03:50.227642
donwersa#8598,leave,Gamer 3,1642557878.0697138,2022-01-19T02:04:38.069757
donwersa#8598,join,Gamer 3,1642557922.3982325,2022-01-19T02:05:22.398272
Lord_Of_Llamas#9876,leave,Gamer 3,1642558190.8511472,2022-01-19T02:09:50.851189
Luke L#0751,leave,Gamer 3,1642558283.8330421,2022-01-19T02:11:23.833087
donwersa#8598,leave,Gamer 3,1642558297.3312032,2022-01-19T02:11:37.331250
donwersa#8598,join,Gamer 3,1642558399.2716713,2022-01-19T02:13:19.271716
Liam Straub#3257,leave,Gamer 3,1642558627.1384118,2022-01-19T02:17:07.138458
Annabelle B#6621,leave,General,1642559029.9663837,2022-01-19T02:23:49.966431
Annabelle B#6621,join,General,1642560272.6323152,2022-01-19T02:44:32.632360
0wen#3644,join,Gamer 3,1642561290.9952998,2022-01-19T03:01:30.995346
Iron Horse#7419,leave,General,1642561692.7415123,2022-01-19T03:08:12.741554
tomlins212#4429,join,Gamer 3,1642562348.1770055,2022-01-19T03:19:08.177052
Liam Straub#3257,join,Gamer 3,1642562367.282331,2022-01-19T03:19:27.282381
0wen#3644,leave,Gamer 3,1642562723.2668898,2022-01-19T03:25:23.266927
tomlins212#4429,leave,Gamer 3,1642566168.6626163,2022-01-19T04:22:48.662664
0wen#3644,join,Gamer 3,1642566232.3281424,2022-01-19T04:23:52.328188
Tangent#0184,leave,Gamer 3,1642566239.103087,2022-01-19T04:23:59.103132
0wen#3644,leave,Gamer 3,1642566242.2749708,2022-01-19T04:24:02.275001
donwersa#8598,leave,Gamer 3,1642566386.0352535,2022-01-19T04:26:26.035318
Liam Straub#3257,leave,Gamer 3,1642566425.1659546,2022-01-19T04:27:05.165996
Liam Straub#3257,join,General,1642566425.1660914,2022-01-19T04:27:05.166110
Peter#9962,leave,General,1642566879.4671614,2022-01-19T04:34:39.467202
Annabelle B#6621,leave,General,1642568603.6801484,2022-01-19T05:03:23.680191
DrDooglestein#0148,leave,General,1642568608.7801828,2022-01-19T05:03:28.780229
JOSH CARLSON#6495,leave,General,1642568613.4623673,2022-01-19T05:03:33.462414
Liam Straub#3257,leave,General,1642569428.3139803,2022-01-19T05:17:08.314020
Good Nut#6488,join,Gamer 3,1642639812.0715518,2022-01-20T00:50:12.071591
Liam Straub#3257,join,Gamer 3,1642640180.823214,2022-01-20T00:56:20.823262
Tangent#0184,join,Gamer 3,1642640317.778954,2022-01-20T00:58:37.778991
jazzy#0143,join,Gamer 3,1642641084.0578096,2022-01-20T01:11:24.057851
donwersa#8598,join,Gamer 3,1642641259.3004074,2022-01-20T01:14:19.300452
Iron Horse#7419,join,General,1642641803.4462404,2022-01-20T01:23:23.446286
Annabelle B#6621,join,General,1642641859.5011036,2022-01-20T01:24:19.501149
Annabelle B#6621,leave,General,1642641866.7193236,2022-01-20T01:24:26.719361
Annabelle B#6621,join,General,1642641867.9234045,2022-01-20T01:24:27.923444
DrDooglestein#0148,join,General,1642642033.7580395,2022-01-20T01:27:13.758085
ClockworkGold#8535,join,General,1642642659.8072004,2022-01-20T01:37:39.807294
DiceMaker#0286,join,Gamer 3,1642642797.3700294,2022-01-20T01:39:57.370079
DiceMaker#0286,leave,Gamer 3,1642642830.4309719,2022-01-20T01:40:30.431013
JOSH CARLSON#6495,join,General,1642642893.463537,2022-01-20T01:41:33.463576
ClockworkGold#8535,leave,General,1642642990.9048467,2022-01-20T01:43:10.904888
ClockworkGold#8535,join,The Poop(ing) Deck,1642642990.9049819,2022-01-20T01:43:10.904997
Iron Horse#7419,leave,General,1642642995.2999034,2022-01-20T01:43:15.299946
Iron Horse#7419,join,The Poop(ing) Deck,1642642995.3000388,2022-01-20T01:43:15.300057
JOSH CARLSON#6495,leave,General,1642643189.2168305,2022-01-20T01:46:29.216861
JOSH CARLSON#6495,join,The Poop(ing) Deck,1642643189.2169251,2022-01-20T01:46:29.216936
donwersa#8598,leave,Gamer 3,1642643734.350256,2022-01-20T01:55:34.350301
donwersa#8598,join,Asleep,1642643734.3504066,2022-01-20T01:55:34.350429
Peter#9962,join,General,1642644465.3866901,2022-01-20T02:07:45.386745
donwersa#8598,leave,Asleep,1642644539.1284833,2022-01-20T02:08:59.128530
DiceMaker#0286,join,Gamer 3,1642644994.7210567,2022-01-20T02:16:34.721093
DiceMaker#0286,leave,Gamer 3,1642645471.6709018,2022-01-20T02:24:31.670937
DiceMaker#0286,join,The Poop(ing) Deck,1642645471.6710167,2022-01-20T02:24:31.671030
0wen#3644,join,Gamer 3,1642647266.3244119,2022-01-20T02:54:26.324459
Annabelle B#6621,leave,General,1642647481.9188936,2022-01-20T02:58:01.918940
Lightning#7823,join,Gamer 3,1642647673.3372312,2022-01-20T03:01:13.337272
Good Nut#6488,leave,Gamer 3,1642647787.410113,2022-01-20T03:03:07.410142
ClockworkGold#8535,leave,The Poop(ing) Deck,1642648030.6284592,2022-01-20T03:07:10.628490
JOSH CARLSON#6495,leave,The Poop(ing) Deck,1642648045.759334,2022-01-20T03:07:25.759381
JOSH CARLSON#6495,join,General,1642648045.759488,2022-01-20T03:07:25.759509
DiceMaker#0286,leave,The Poop(ing) Deck,1642648048.3492124,2022-01-20T03:07:28.349262
DiceMaker#0286,join,General,1642648048.3493676,2022-01-20T03:07:28.349389
Iron Horse#7419,leave,The Poop(ing) Deck,1642648049.3804133,2022-01-20T03:07:29.380464
DiceMaker#0286,leave,General,1642648173.696007,2022-01-20T03:09:33.696047
DiceMaker#0286,join,Gamer 3,1642648173.6961434,2022-01-20T03:09:33.696163
Iron Horse#7419,join,General,1642648419.4218507,2022-01-20T03:13:39.421896
Annabelle B#6621,join,General,1642648595.7379844,2022-01-20T03:16:35.738031
AllRickyBobby#5706,join,General,1642648822.9032133,2022-01-20T03:20:22.903261
Liam Straub#3257,leave,Gamer 3,1642648911.037053,2022-01-20T03:21:51.037095
Liam Straub#3257,join,Asleep,1642648911.03719,2022-01-20T03:21:51.037207
PercyJ2013#2899,join,Gamer 3,1642649055.320712,2022-01-20T03:24:15.320757
Liam Straub#3257,leave,Asleep,1642649234.3807552,2022-01-20T03:27:14.380785
Liam Straub#3257,join,Codimg Zoney,1642649234.3808494,2022-01-20T03:27:14.380860
Liam Straub#3257,leave,Codimg Zoney,1642649236.666425,2022-01-20T03:27:16.666453
Liam Straub#3257,join,Gamer 3,1642649236.6665158,2022-01-20T03:27:16.666527
Liam Straub#3257,leave,Gamer 3,1642649252.7513704,2022-01-20T03:27:32.751416
Liam Straub#3257,join,Codimg Zoney,1642649252.7515204,2022-01-20T03:27:32.751542
Tangent#0184,leave,Gamer 3,1642649324.9517202,2022-01-20T03:28:44.951763
Tangent#0184,join,Codimg Zoney,1642649324.9518566,2022-01-20T03:28:44.951875
jazzy#0143,leave,Gamer 3,1642649356.9997644,2022-01-20T03:29:16.999806
jazzy#0143,join,Codimg Zoney,1642649356.9998982,2022-01-20T03:29:16.999917
PercyJ2013#2899,leave,Gamer 3,1642649447.8673153,2022-01-20T03:30:47.867344
PercyJ2013#2899,join,Gamer 3,1642649451.9208958,2022-01-20T03:30:51.920933
0wen#3644,leave,Gamer 3,1642650860.5620382,2022-01-20T03:54:20.562081
0wen#3644,join,Gamer 3,1642650865.658318,2022-01-20T03:54:25.658345
0wen#3644,leave,Gamer 3,1642650978.323283,2022-01-20T03:56:18.323312
PercyJ2013#2899,leave,Gamer 3,1642650984.8698652,2022-01-20T03:56:24.869911
DiceMaker#0286,leave,Gamer 3,1642650992.1408582,2022-01-20T03:56:32.140907
Lightning#7823,leave,Gamer 3,1642650995.754626,2022-01-20T03:56:35.754791
Iron Horse#7419,leave,General,1642651453.0794475,2022-01-20T04:04:13.079498
Daniel the maniel#7678,join,General,1642651980.9225953,2022-01-20T04:13:00.922642
Peter#9962,leave,General,1642652005.220723,2022-01-20T04:13:25.220767
Annabelle B#6621,leave,General,1642652507.969407,2022-01-20T04:21:47.969441
jazzy#0143,leave,Codimg Zoney,1642653729.8136775,2022-01-20T04:42:09.813725
Annabelle B#6621,join,General,1642656376.1467535,2022-01-20T05:26:16.146788
Daniel the maniel#7678,leave,General,1642656459.8742387,2022-01-20T05:27:39.874285
AllRickyBobby#5706,leave,General,1642656707.7086937,2022-01-20T05:31:47.708741
Annabelle B#6621,leave,General,1642656735.1578362,2022-01-20T05:32:15.157883
DrDooglestein#0148,leave,General,1642656735.79895,2022-01-20T05:32:15.798991
JOSH CARLSON#6495,leave,General,1642656754.3470306,2022-01-20T05:32:34.347060
JOSH CARLSON#6495,join,Codimg Zoney,1642656754.3471253,2022-01-20T05:32:34.347137
JOSH CARLSON#6495,leave,Codimg Zoney,1642660308.4356725,2022-01-20T06:31:48.435721
JOSH CARLSON#6495,join,Asleep,1642660308.4358294,2022-01-20T06:31:48.435851
JOSH CARLSON#6495,leave,Asleep,1642660835.836976,2022-01-20T06:40:35.837005
JOSH CARLSON#6495,join,Codimg Zoney,1642660835.8370695,2022-01-20T06:40:35.837081
Liam Straub#3257,leave,Codimg Zoney,1642662368.1989381,2022-01-20T07:06:08.198981
Tangent#0184,leave,Codimg Zoney,1642663525.0138195,2022-01-20T07:25:25.013865
JOSH CARLSON#6495,leave,Codimg Zoney,1642668587.4967208,2022-01-20T08:49:47.496769
MaxDeVos#0202,join,Gamer 3,1642710091.3187118,2022-01-20T20:21:31.318752
MaxDeVos#0202,leave,Gamer 3,1642710094.291407,2022-01-20T20:21:34.291450
MaxDeVos#0202,join,Codimg Zoney,1642710729.0174866,2022-01-20T20:32:09.017531
MaxDeVos#0202,leave,Codimg Zoney,1642710730.0487642,2022-01-20T20:32:10.048810
Tangent#0184,join,General,1642714378.4542577,2022-01-20T21:32:58.454299
Tangent#0184,leave,General,1642714570.395909,2022-01-20T21:36:10.395950
Tangent#0184,join,General,1642715017.0426502,2022-01-20T21:43:37.042695
A Good Mustache#2703,join,General,1642715760.5082712,2022-01-20T21:56:00.508318
A Good Mustache#2703,leave,General,1642715782.8764687,2022-01-20T21:56:22.876511
A Good Mustache#2703,join,Gamer 3,1642715782.8766067,2022-01-20T21:56:22.876625
A Good Mustache#2703,leave,Gamer 3,1642715785.7378814,2022-01-20T21:56:25.737911
A Good Mustache#2703,join,General,1642715785.7379735,2022-01-20T21:56:25.737984
A Good Mustache#2703,leave,General,1642715821.439219,2022-01-20T21:57:01.439253
A Good Mustache#2703,join,General,1642715831.8826559,2022-01-20T21:57:11.882701
A Good Mustache#2703,leave,General,1642717783.4212642,2022-01-20T22:29:43.421302
DiceMaker#0286,join,General,1642719351.5999064,2022-01-20T22:55:51.599953
Annabelle B#6621,join,Codimg Zoney,1642721163.8976908,2022-01-20T23:26:03.897736
Annabelle B#6621,leave,Codimg Zoney,1642721893.5205283,2022-01-20T23:38:13.520571
MaxDeVos#0202,join,General,1642722268.0477889,2022-01-20T23:44:28.047835
MaxDeVos#0202,leave,General,1642722269.5549169,2022-01-20T23:44:29.554965
Annabelle B#6621,join,The Poop(ing) Deck,1642722681.4740987,2022-01-20T23:51:21.474144
DrDooglestein#0148,join,The Poop(ing) Deck,1642723006.7114108,2022-01-20T23:56:46.711439
Tangent#0184,leave,General,1642723017.1366587,2022-01-20T23:56:57.136700
DiceMaker#0286,leave,General,1642723085.1715658,2022-01-20T23:58:05.171611
